Date,STATE,frequency
Apr 2012,Illinois,6
Apr 2012,Indiana,4
Apr 2012,Iowa,12
Apr 2012,Kansas,7
Apr 2012,Kentucky,149
Apr 2012,Louisiana,38
Apr 2012,Maine,234
Apr 2012,Maryland,40
Apr 2012,Massachusetts,1
Apr 2012,Michigan,212
Apr 2012,Minnesota,775
Apr 2012,Mississippi,63
Apr 2012,Missouri,11
Apr 2012,Montana,90
Apr 2012,Nebraska,75
Apr 2012,Nevada,54
Apr 2012,New Hampshire,64
Apr 2012,New Jersey,352
Apr 2012,New Mexico,105
Apr 2012,New York,754
Apr 2012,North Carolina,448
Apr 2012,North Dakota,223
Apr 2012,Ohio,34
Apr 2012,Oklahoma,30
Apr 2012,Oregon,26
Apr 2012,Pennsylvania,317
Apr 2012,Puerto Rico,1
Apr 2012,Rhode Island,22
Apr 2012,South Carolina,194
Apr 2012,South Dakota,169
Apr 2012,Tennessee,99
Apr 2012,Texas,371
Apr 2012,Utah,60
Apr 2012,Vermont,36
Apr 2012,Virginia,164
Apr 2012,Washington,78
Apr 2012,West Virginia,174
Apr 2012,Wisconsin,261
Apr 2012,Wyoming,55
Apr 2013,Alabama,151
Apr 2013,Alaska,7
Apr 2013,Arizona,145
Apr 2013,Arkansas,100
Apr 2013,California,655
Apr 2013,Colorado,342
Apr 2013,Delaware,3
Apr 2013,Florida,220
Apr 2013,Georgia,309
Apr 2013,Idaho,5
Apr 2013,Illinois,16
Apr 2013,Indiana,5
Apr 2013,Iowa,97
Apr 2013,Kansas,4
Apr 2013,Kentucky,418
Apr 2013,Louisiana,42
Apr 2013,Maine,196
Apr 2013,Maryland,39
Apr 2013,Massachusetts,3
Apr 2013,Michigan,92
Apr 2013,Minnesota,158
Apr 2013,Mississippi,89
Apr 2013,Missouri,112
Apr 2013,Montana,69
Apr 2013,Nebraska,75
Apr 2013,Nevada,14
Apr 2013,New Hampshire,55
Apr 2013,New Jersey,299
Apr 2013,New Mexico,103
Apr 2013,New York,780
Apr 2013,North Carolina,525
Apr 2013,North Dakota,31
Apr 2013,Ohio,188
Apr 2013,Oklahoma,66
Apr 2013,Oregon,47
Apr 2013,Pennsylvania,316
Apr 2013,Puerto Rico,9
Apr 2013,Rhode Island,10
Apr 2013,South Carolina,151
Apr 2013,South Dakota,133
Apr 2013,Tennessee,119
Apr 2013,Texas,522
Apr 2013,Utah,45
Apr 2013,Vermont,70
Apr 2013,Virginia,194
Apr 2013,Washington,43
Apr 2013,West Virginia,253
Apr 2013,Wisconsin,144
Apr 2013,Wyoming,54
Apr 2014,Alabama,173
Apr 2014,Alaska,35
Apr 2014,Arizona,254
Apr 2014,Arkansas,157
Apr 2014,California,346
Apr 2014,Colorado,18
Apr 2014,Delaware,2
Apr 2014,Florida,223
Apr 2014,Georgia,432
Apr 2014,Idaho,11
Apr 2014,Illinois,87
Apr 2014,Indiana,8
Apr 2014,Iowa,303
Apr 2014,Kansas,11
Apr 2014,Kentucky,478
Apr 2014,Louisiana,70
Apr 2014,Maine,86
Apr 2014,Maryland,29
Apr 2014,Massachusetts,3
Apr 2014,Michigan,80
Apr 2014,Minnesota,412
Apr 2014,Mississippi,151
Apr 2014,Missouri,235
Apr 2014,Montana,102
Apr 2014,Nebraska,137
Apr 2014,Nevada,21
Apr 2014,New Hampshire,62
Apr 2014,New Jersey,293
Apr 2014,New Mexico,92
Apr 2014,New York,1222
Apr 2014,North Carolina,862
Apr 2014,North Dakota,108
Apr 2014,Ohio,257
Apr 2014,Oklahoma,106
Apr 2014,Oregon,42
Apr 2014,Pennsylvania,448
Apr 2014,Puerto Rico,4
Apr 2014,Rhode Island,11
Apr 2014,South Carolina,326
Apr 2014,South Dakota,216
Apr 2014,Tennessee,272
Apr 2014,Texas,663
Apr 2014,Utah,56
Apr 2014,Vermont,31
Apr 2014,Virginia,233
Apr 2014,Washington,89
Apr 2014,West Virginia,367
Apr 2014,Wisconsin,192
Apr 2014,Wyoming,34
Apr 2015,Alabama,77
Apr 2015,Alaska,45
Apr 2015,Arizona,362
Apr 2015,Arkansas,36
Apr 2015,California,566
Apr 2015,Colorado,15
Apr 2015,Connecticut,114
Apr 2015,Delaware,6
Apr 2015,Florida,166
Apr 2015,Georgia,150
Apr 2015,Idaho,21
Apr 2015,Illinois,40
Apr 2015,Indiana,7
Apr 2015,Iowa,197
Apr 2015,Kansas,593
Apr 2015,Kentucky,125
Apr 2015,Louisiana,15
Apr 2015,Maine,41
Apr 2015,Maryland,46
Apr 2015,Massachusetts,482
Apr 2015,Michigan,224
Apr 2015,Minnesota,969
Apr 2015,Mississippi,51
Apr 2015,Missouri,74
Apr 2015,Montana,99
Apr 2015,Nebraska,80
Apr 2015,Nevada,25
Apr 2015,New Hampshire,37
Apr 2015,New Jersey,217
Apr 2015,New Mexico,108
Apr 2015,New York,1195
Apr 2015,North Carolina,359
Apr 2015,North Dakota,323
Apr 2015,Ohio,104
Apr 2015,Oklahoma,46
Apr 2015,Oregon,65
Apr 2015,Pennsylvania,441
Apr 2015,Rhode Island,16
Apr 2015,South Carolina,143
Apr 2015,South Dakota,170
Apr 2015,Tennessee,82
Apr 2015,Texas,270
Apr 2015,Utah,30
Apr 2015,Vermont,36
Apr 2015,Virginia,176
Apr 2015,Washington,59
Apr 2015,West Virginia,134
Apr 2015,Wisconsin,398
Apr 2015,Wyoming,31
Aug 1992,Alabama,2
Aug 1992,Alaska,38
Aug 1992,Arizona,540
Aug 1992,Arkansas,3
Aug 1992,California,2284
Aug 1992,Colorado,288
Aug 1992,Florida,124
Aug 1992,Georgia,98
Aug 1992,Hawaii,8
Aug 1992,Idaho,903
Aug 1992,Indiana,3
Aug 1992,Louisiana,7
Aug 1992,Maine,9
Aug 1992,Maryland,1
Aug 1992,Massachusetts,1
Aug 1992,Michigan,27
Aug 1992,Minnesota,34
Aug 1992,Mississippi,49
Aug 1992,Missouri,10
Aug 1992,Montana,397
Aug 1992,Nebraska,2
Aug 1992,Nevada,232
Aug 1992,New Hampshire,2
Aug 1992,New Jersey,30
Aug 1992,New Mexico,136
Aug 1992,New York,9
Aug 1992,North Carolina,51
Aug 1992,North Dakota,28
Aug 1992,Oklahoma,15
Aug 1992,Oregon,860
Aug 1992,Pennsylvania,1
Aug 1992,South Carolina,140
Aug 1992,South Dakota,42
Aug 1992,Tennessee,1
Aug 1992,Texas,81
Aug 1992,Utah,402
Aug 1992,Virginia,2
Aug 1992,Washington,387
Aug 1992,West Virginia,4
Aug 1992,Wisconsin,61
Aug 1992,Wyoming,166
Aug 1993,Alabama,3
Aug 1993,Alaska,101
Aug 1993,Arizona,924
Aug 1993,Arkansas,10
Aug 1993,California,1673
Aug 1993,Colorado,237
Aug 1993,Connecticut,10
Aug 1993,Florida,590
Aug 1993,Georgia,680
Aug 1993,Hawaii,1
Aug 1993,Idaho,305
Aug 1993,Indiana,2
Aug 1993,Kansas,1
Aug 1993,Louisiana,11
Aug 1993,Maine,108
Aug 1993,Massachusetts,2
Aug 1993,Michigan,13
Aug 1993,Minnesota,8
Aug 1993,Mississippi,77
Aug 1993,Missouri,12
Aug 1993,Montana,176
Aug 1993,Nebraska,2
Aug 1993,Nevada,181
Aug 1993,New Hampshire,6
Aug 1993,New Jersey,118
Aug 1993,New Mexico,174
Aug 1993,New York,45
Aug 1993,North Carolina,260
Aug 1993,North Dakota,4
Aug 1993,Ohio,2
Aug 1993,Oklahoma,152
Aug 1993,Oregon,554
Aug 1993,Pennsylvania,1
Aug 1993,South Carolina,368
Aug 1993,South Dakota,55
Aug 1993,Tennessee,2
Aug 1993,Texas,244
Aug 1993,Utah,215
Aug 1993,Virginia,11
Aug 1993,Washington,176
Aug 1993,West Virginia,16
Aug 1993,Wisconsin,26
Aug 1993,Wyoming,64
Aug 1994,Alabama,47
Aug 1994,Alaska,112
Aug 1994,Arizona,860
Aug 1994,Arkansas,1
Aug 1994,California,1381
Aug 1994,Colorado,433
Aug 1994,Connecticut,12
Aug 1994,Florida,103
Aug 1994,Georgia,85
Aug 1994,Hawaii,1
Aug 1994,Idaho,1402
Aug 1994,Illinois,1
Aug 1994,Indiana,1
Aug 1994,Kansas,1
Aug 1994,Louisiana,2
Aug 1994,Maine,45
Aug 1994,Michigan,13
Aug 1994,Minnesota,29
Aug 1994,Mississippi,94
Aug 1994,Missouri,25
Aug 1994,Montana,1219
Aug 1994,Nebraska,19
Aug 1994,Nevada,174
Aug 1994,New Jersey,13
Aug 1994,New Mexico,269
Aug 1994,New York,2
Aug 1994,North Carolina,40
Aug 1994,North Dakota,26
Aug 1994,Oklahoma,27
Aug 1994,Oregon,807
Aug 1994,South Carolina,32
Aug 1994,South Dakota,149
Aug 1994,Texas,69
Aug 1994,Utah,407
Aug 1994,Virginia,3
Aug 1994,Washington,603
Aug 1994,West Virginia,1
Aug 1994,Wisconsin,26
Aug 1994,Wyoming,209
Aug 1995,Alabama,338
Aug 1995,Alaska,16
Aug 1995,Arizona,740
Aug 1995,Arkansas,36
Aug 1995,California,1451
Aug 1995,Colorado,294
Aug 1995,Connecticut,18
Aug 1995,Florida,89
Aug 1995,Georgia,426
Aug 1995,Hawaii,1
Aug 1995,Idaho,305
Aug 1995,Indiana,3
Aug 1995,Kansas,2
Aug 1995,Louisiana,2
Aug 1995,Maine,170
Aug 1995,Maryland,1
Aug 1995,Massachusetts,2
Aug 1995,Michigan,15
Aug 1995,Minnesota,61
Aug 1995,Mississippi,221
Aug 1995,Missouri,35
Aug 1995,Montana,254
Aug 1995,Nebraska,18
Aug 1995,Nevada,93
Aug 1995,New Hampshire,12
Aug 1995,New Jersey,267
Aug 1995,New Mexico,247
Aug 1995,New York,55
Aug 1995,North Carolina,196
Aug 1995,North Dakota,21
Aug 1995,Oklahoma,174
Aug 1995,Oregon,368
Aug 1995,Pennsylvania,2
Aug 1995,South Carolina,78
Aug 1995,South Dakota,127
Aug 1995,Tennessee,2
Aug 1995,Texas,174
Aug 1995,Utah,318
Aug 1995,Virginia,63
Aug 1995,Washington,186
Aug 1995,West Virginia,19
Aug 1995,Wisconsin,17
Aug 1995,Wyoming,141
Aug 1996,Alabama,62
Aug 1996,Alaska,27
Aug 1996,Arizona,619
Aug 1996,Arkansas,5
Aug 1996,California,2005
Aug 1996,Colorado,422
Aug 1996,Florida,182
Aug 1996,Georgia,280
Aug 1996,Hawaii,1
Aug 1996,Idaho,960
Aug 1996,Indiana,4
Aug 1996,Kansas,2
Aug 1996,Louisiana,5
Aug 1996,Maine,28
Aug 1996,Michigan,27
Aug 1996,Minnesota,59
Aug 1996,Mississippi,64
Aug 1996,Missouri,30
Aug 1996,Montana,785
Aug 1996,Nebraska,4
Aug 1996,Nevada,283
Aug 1996,New Hampshire,18
Aug 1996,New Jersey,15
Aug 1996,New Mexico,174
Aug 1996,New York,8
Aug 1996,North Carolina,27
Aug 1996,North Dakota,38
Aug 1996,Oklahoma,13
Aug 1996,Oregon,1344
Aug 1996,Pennsylvania,1
Aug 1996,South Carolina,27
Aug 1996,South Dakota,216
Aug 1996,Tennessee,1
Aug 1996,Texas,103
Aug 1996,Utah,467
Aug 1996,Virginia,1
Aug 1996,Washington,344
Aug 1996,West Virginia,3
Aug 1996,Wisconsin,51
Aug 1996,Wyoming,332
Aug 1997,Alabama,60
Aug 1997,Alaska,43
Aug 1997,Arizona,351
Aug 1997,Arkansas,121
Aug 1997,California,1128
Aug 1997,Colorado,84
Aug 1997,Connecticut,1
Aug 1997,Florida,180
Aug 1997,Georgia,435
Aug 1997,Idaho,533
Aug 1997,Illinois,1
Aug 1997,Indiana,1
Aug 1997,Kentucky,4
Aug 1997,Louisiana,61
Aug 1997,Maine,80
Aug 1997,Maryland,2
Aug 1997,Massachusetts,3
Aug 1997,Michigan,7
Aug 1997,Minnesota,56
Aug 1997,Mississippi,74
Aug 1997,Missouri,51
Aug 1997,Montana,355
Aug 1997,Nebraska,4
Aug 1997,Nevada,156
Aug 1997,New Hampshire,10
Aug 1997,New Jersey,56
Aug 1997,New Mexico,82
Aug 1997,New York,42
Aug 1997,North Carolina,272
Aug 1997,North Dakota,32
Aug 1997,Oklahoma,9
Aug 1997,Oregon,559
Aug 1997,South Carolina,141
Aug 1997,South Dakota,98
Aug 1997,Tennessee,54
Aug 1997,Texas,116
Aug 1997,Utah,189
Aug 1997,Vermont,1
Aug 1997,Virginia,45
Aug 1997,Washington,434
Aug 1997,West Virginia,1
Aug 1997,Wisconsin,28
Aug 1997,Wyoming,59
Aug 1998,Alabama,147
Aug 1998,Alaska,30
Aug 1998,Arizona,362
Aug 1998,Arkansas,126
Aug 1998,California,1720
Aug 1998,Colorado,132
Aug 1998,Connecticut,2
Aug 1998,Florida,210
Aug 1998,Georgia,520
Aug 1998,Hawaii,5
Aug 1998,Idaho,927
Aug 1998,Indiana,3
Aug 1998,Kentucky,8
Aug 1998,Louisiana,229
Aug 1998,Maine,76
Aug 1998,Maryland,3
Aug 1998,Michigan,17
Aug 1998,Minnesota,103
Aug 1998,Mississippi,196
Aug 1998,Missouri,2
Aug 1998,Montana,686
Aug 1998,Nebraska,10
Aug 1998,Nevada,260
Aug 1998,New Hampshire,9
Aug 1998,New Jersey,115
Aug 1998,New Mexico,92
Aug 1998,New York,14
Aug 1998,North Carolina,248
Aug 1998,North Dakota,42
Aug 1998,Oklahoma,92
Aug 1998,Oregon,832
Aug 1998,Pennsylvania,4
Aug 1998,South Carolina,158
Aug 1998,South Dakota,83
Aug 1998,Tennessee,27
Aug 1998,Texas,431
Aug 1998,Utah,283
Aug 1998,Virginia,79
Aug 1998,Washington,448
Aug 1998,West Virginia,8
Aug 1998,Wisconsin,55
Aug 1998,Wyoming,68
Aug 1999,Alabama,427
Aug 1999,Alaska,11
Aug 1999,Arizona,234
Aug 1999,Arkansas,513
Aug 1999,California,1881
Aug 1999,Colorado,87
Aug 1999,Connecticut,19
Aug 1999,District of Columbia,3
Aug 1999,Florida,363
Aug 1999,Georgia,798
Aug 1999,Hawaii,2
Aug 1999,Idaho,1036
Aug 1999,Illinois,3
Aug 1999,Indiana,22
Aug 1999,Kansas,3
Aug 1999,Kentucky,75
Aug 1999,Louisiana,325
Aug 1999,Maine,58
Aug 1999,Maryland,6
Aug 1999,Massachusetts,1
Aug 1999,Michigan,8
Aug 1999,Minnesota,14
Aug 1999,Mississippi,574
Aug 1999,Missouri,113
Aug 1999,Montana,837
Aug 1999,Nebraska,13
Aug 1999,Nevada,471
Aug 1999,New Jersey,231
Aug 1999,New Mexico,52
Aug 1999,New York,80
Aug 1999,North Carolina,202
Aug 1999,North Dakota,32
Aug 1999,Ohio,1
Aug 1999,Oklahoma,293
Aug 1999,Oregon,1366
Aug 1999,Pennsylvania,2
Aug 1999,South Carolina,413
Aug 1999,South Dakota,171
Aug 1999,Tennessee,342
Aug 1999,Texas,333
Aug 1999,Utah,271
Aug 1999,Virginia,100
Aug 1999,Washington,488
Aug 1999,West Virginia,74
Aug 1999,Wisconsin,7
Aug 1999,Wyoming,75
Aug 2000,Alabama,713
Aug 2000,Alaska,25
Aug 2000,Arizona,1235
Aug 2000,Arkansas,641
Aug 2000,California,1492
Aug 2000,Colorado,557
Aug 2000,Florida,331
Aug 2000,Georgia,485
Aug 2000,Hawaii,1
Aug 2000,Idaho,886
Aug 2000,Illinois,3
Aug 2000,Kansas,2
Aug 2000,Kentucky,2
Aug 2000,Louisiana,550
Aug 2000,Maine,21
Aug 2000,Michigan,8
Aug 2000,Minnesota,34
Aug 2000,Mississippi,1056
Aug 2000,Missouri,51
Aug 2000,Montana,975
Aug 2000,Nebraska,11
Aug 2000,Nevada,371
Aug 2000,New Jersey,17
Aug 2000,New Mexico,475
Aug 2000,New York,74
Aug 2000,North Carolina,77
Aug 2000,North Dakota,40
Aug 2000,Oklahoma,244
Aug 2000,Oregon,618
Aug 2000,Pennsylvania,2
Aug 2000,South Carolina,146
Aug 2000,South Dakota,373
Aug 2000,Tennessee,131
Aug 2000,Texas,558
Aug 2000,Utah,674
Aug 2000,Virginia,12
Aug 2000,Washington,324
Aug 2000,West Virginia,1
Aug 2000,Wisconsin,21
Aug 2000,Wyoming,217
Aug 2001,Alabama,48
Aug 2001,Alaska,25
Aug 2001,Arizona,400
Aug 2001,Arkansas,188
Aug 2001,California,1322
Aug 2001,Colorado,298
Aug 2001,Connecticut,13
Aug 2001,Florida,146
Aug 2001,Georgia,266
Aug 2001,Hawaii,55
Aug 2001,Idaho,522
Aug 2001,Indiana,3
Aug 2001,Kansas,4
Aug 2001,Kentucky,1
Aug 2001,Louisiana,61
Aug 2001,Maine,184
Aug 2001,Michigan,83
Aug 2001,Minnesota,39
Aug 2001,Mississippi,35
Aug 2001,Missouri,20
Aug 2001,Montana,429
Aug 2001,Nebraska,8
Aug 2001,Nevada,422
Aug 2001,New Hampshire,8
Aug 2001,New Jersey,74
Aug 2001,New Mexico,186
Aug 2001,New York,309
Aug 2001,North Carolina,130
Aug 2001,North Dakota,28
Aug 2001,Oklahoma,138
Aug 2001,Oregon,846
Aug 2001,Pennsylvania,4
Aug 2001,South Carolina,170
Aug 2001,South Dakota,285
Aug 2001,Tennessee,19
Aug 2001,Texas,196
Aug 2001,Utah,587
Aug 2001,Virginia,13
Aug 2001,Washington,306
Aug 2001,West Virginia,5
Aug 2001,Wisconsin,56
Aug 2001,Wyoming,189
Aug 2002,Alabama,153
Aug 2002,Alaska,35
Aug 2002,Arizona,351
Aug 2002,Arkansas,99
Aug 2002,California,951
Aug 2002,Colorado,307
Aug 2002,Connecticut,9
Aug 2002,Delaware,11
Aug 2002,Florida,105
Aug 2002,Georgia,569
Aug 2002,Hawaii,69
Aug 2002,Idaho,529
Aug 2002,Indiana,10
Aug 2002,Iowa,3
Aug 2002,Kansas,9
Aug 2002,Kentucky,30
Aug 2002,Louisiana,123
Aug 2002,Maine,210
Aug 2002,Maryland,3
Aug 2002,Massachusetts,22
Aug 2002,Michigan,20
Aug 2002,Minnesota,25
Aug 2002,Mississippi,54
Aug 2002,Montana,426
Aug 2002,Nebraska,40
Aug 2002,Nevada,138
Aug 2002,New Hampshire,34
Aug 2002,New Jersey,232
Aug 2002,New Mexico,235
Aug 2002,New York,592
Aug 2002,North Carolina,398
Aug 2002,North Dakota,34
Aug 2002,Ohio,18
Aug 2002,Oklahoma,84
Aug 2002,Oregon,530
Aug 2002,Pennsylvania,102
Aug 2002,South Carolina,389
Aug 2002,South Dakota,235
Aug 2002,Tennessee,88
Aug 2002,Texas,145
Aug 2002,Utah,245
Aug 2002,Vermont,2
Aug 2002,Virginia,166
Aug 2002,Washington,445
Aug 2002,West Virginia,36
Aug 2002,Wisconsin,30
Aug 2002,Wyoming,177
Aug 2003,Alabama,32
Aug 2003,Alaska,41
Aug 2003,Arizona,520
Aug 2003,Arkansas,94
Aug 2003,California,1424
Aug 2003,Colorado,551
Aug 2003,Delaware,2
Aug 2003,Florida,48
Aug 2003,Georgia,70
Aug 2003,Hawaii,126
Aug 2003,Idaho,784
Aug 2003,Illinois,1
Aug 2003,Indiana,5
Aug 2003,Iowa,1
Aug 2003,Kansas,25
Aug 2003,Kentucky,1
Aug 2003,Louisiana,21
Aug 2003,Maine,46
Aug 2003,Massachusetts,3
Aug 2003,Michigan,56
Aug 2003,Minnesota,115
Aug 2003,Mississippi,19
Aug 2003,Missouri,50
Aug 2003,Montana,1045
Aug 2003,Nebraska,19
Aug 2003,Nevada,126
Aug 2003,New Hampshire,1
Aug 2003,New Jersey,48
Aug 2003,New Mexico,369
Aug 2003,New York,236
Aug 2003,North Carolina,23
Aug 2003,North Dakota,74
Aug 2003,Oklahoma,116
Aug 2003,Oregon,763
Aug 2003,Pennsylvania,2
Aug 2003,Puerto Rico,126
Aug 2003,South Carolina,21
Aug 2003,South Dakota,453
Aug 2003,Texas,130
Aug 2003,Utah,479
Aug 2003,Virginia,1
Aug 2003,Washington,477
Aug 2003,Wisconsin,116
Aug 2003,Wyoming,323
Aug 2004,Alabama,73
Aug 2004,Alaska,116
Aug 2004,Arizona,510
Aug 2004,Arkansas,65
Aug 2004,California,1217
Aug 2004,Colorado,186
Aug 2004,Connecticut,2
Aug 2004,Delaware,2
Aug 2004,Florida,63
Aug 2004,Georgia,243
Aug 2004,Hawaii,81
Aug 2004,Idaho,529
Aug 2004,Indiana,2
Aug 2004,Iowa,1
Aug 2004,Kansas,2
Aug 2004,Kentucky,7
Aug 2004,Louisiana,14
Aug 2004,Maine,7
Aug 2004,Massachusetts,5
Aug 2004,Michigan,60
Aug 2004,Minnesota,41
Aug 2004,Mississippi,90
Aug 2004,Missouri,6
Aug 2004,Montana,510
Aug 2004,Nebraska,13
Aug 2004,Nevada,236
Aug 2004,New Hampshire,1
Aug 2004,New Jersey,19
Aug 2004,New Mexico,175
Aug 2004,New York,186
Aug 2004,North Carolina,40
Aug 2004,North Dakota,43
Aug 2004,Oklahoma,32
Aug 2004,Oregon,858
Aug 2004,Puerto Rico,106
Aug 2004,South Carolina,51
Aug 2004,South Dakota,160
Aug 2004,Texas,153
Aug 2004,Utah,354
Aug 2004,Virginia,1
Aug 2004,Washington,466
Aug 2004,West Virginia,7
Aug 2004,Wisconsin,44
Aug 2004,Wyoming,87
Aug 2005,Alabama,34
Aug 2005,Alaska,60
Aug 2005,Arizona,312
Aug 2005,Arkansas,273
Aug 2005,California,1259
Aug 2005,Colorado,254
Aug 2005,Connecticut,18
Aug 2005,Florida,115
Aug 2005,Georgia,70
Aug 2005,Hawaii,157
Aug 2005,Idaho,573
Aug 2005,Indiana,4
Aug 2005,Iowa,1
Aug 2005,Kansas,14
Aug 2005,Kentucky,19
Aug 2005,Louisiana,209
Aug 2005,Maine,44
Aug 2005,Maryland,9
Aug 2005,Massachusetts,2
Aug 2005,Michigan,65
Aug 2005,Minnesota,122
Aug 2005,Mississippi,75
Aug 2005,Missouri,8
Aug 2005,Montana,501
Aug 2005,Nebraska,9
Aug 2005,Nevada,198
Aug 2005,New Jersey,48
Aug 2005,New Mexico,158
Aug 2005,New York,819
Aug 2005,North Carolina,55
Aug 2005,North Dakota,91
Aug 2005,Oklahoma,205
Aug 2005,Oregon,678
Aug 2005,Pennsylvania,33
Aug 2005,Puerto Rico,15
Aug 2005,Rhode Island,4
Aug 2005,South Carolina,29
Aug 2005,South Dakota,303
Aug 2005,Tennessee,33
Aug 2005,Texas,503
Aug 2005,Utah,335
Aug 2005,Vermont,3
Aug 2005,Virginia,15
Aug 2005,Washington,365
Aug 2005,West Virginia,16
Aug 2005,Wisconsin,94
Aug 2005,Wyoming,104
Aug 2006,Alabama,167
Aug 2006,Alaska,11
Aug 2006,Arizona,233
Aug 2006,Arkansas,239
Aug 2006,California,1267
Aug 2006,Colorado,167
Aug 2006,Connecticut,11
Aug 2006,Florida,368
Aug 2006,Georgia,450
Aug 2006,Hawaii,74
Aug 2006,Idaho,926
Aug 2006,Indiana,4
Aug 2006,Iowa,3
Aug 2006,Kansas,8
Aug 2006,Kentucky,3
Aug 2006,Louisiana,150
Aug 2006,Maine,12
Aug 2006,Maryland,42
Aug 2006,Massachusetts,2
Aug 2006,Michigan,28
Aug 2006,Minnesota,165
Aug 2006,Mississippi,246
Aug 2006,Missouri,29
Aug 2006,Montana,872
Aug 2006,Nebraska,12
Aug 2006,Nevada,140
Aug 2006,New Hampshire,2
Aug 2006,New Jersey,101
Aug 2006,New Mexico,37
Aug 2006,New York,480
Aug 2006,North Carolina,87
Aug 2006,North Dakota,87
Aug 2006,Ohio,11
Aug 2006,Oklahoma,355
Aug 2006,Oregon,1211
Aug 2006,Pennsylvania,23
Aug 2006,Puerto Rico,48
Aug 2006,South Carolina,89
Aug 2006,South Dakota,432
Aug 2006,Tennessee,42
Aug 2006,Texas,1141
Aug 2006,Utah,497
Aug 2006,Virginia,55
Aug 2006,Washington,418
Aug 2006,West Virginia,8
Aug 2006,Wisconsin,53
Aug 2006,Wyoming,187
Aug 2007,Alabama,417
Aug 2007,Alaska,15
Aug 2007,Arizona,199
Aug 2007,Arkansas,213
Aug 2007,California,1496
Aug 2007,Colorado,204
Aug 2007,Connecticut,12
Aug 2007,Florida,237
Aug 2007,Georgia,509
Aug 2007,Hawaii,115
Aug 2007,Idaho,418
Aug 2007,Illinois,12
Aug 2007,Indiana,10
Aug 2007,Iowa,4
Aug 2007,Kansas,16
Aug 2007,Kentucky,123
Aug 2007,Louisiana,5
Aug 2007,Maine,44
Aug 2007,Maryland,34
Aug 2007,Massachusetts,1
Aug 2007,Michigan,121
Aug 2007,Minnesota,197
Aug 2007,Mississippi,14
Aug 2007,Missouri,76
Aug 2007,Montana,434
Aug 2007,Nebraska,91
Aug 2007,Nevada,127
Aug 2007,New Hampshire,8
Aug 2007,New Jersey,24
Aug 2007,New Mexico,166
Aug 2007,New York,558
Aug 2007,North Carolina,748
Aug 2007,North Dakota,48
Aug 2007,Ohio,11
Aug 2007,Oklahoma,34
Aug 2007,Oregon,579
Aug 2007,Pennsylvania,12
Aug 2007,Puerto Rico,44
Aug 2007,Rhode Island,1
Aug 2007,South Carolina,359
Aug 2007,South Dakota,217
Aug 2007,Tennessee,426
Aug 2007,Texas,334
Aug 2007,Utah,367
Aug 2007,Vermont,1
Aug 2007,Virginia,83
Aug 2007,Washington,240
Aug 2007,West Virginia,25
Aug 2007,Wisconsin,166
Aug 2007,Wyoming,151
Aug 2008,Alabama,75
Aug 2008,Alaska,21
Aug 2008,Arizona,221
Aug 2008,Arkansas,102
Aug 2008,California,1095
Aug 2008,Colorado,180
Aug 2008,Connecticut,20
Aug 2008,Florida,86
Aug 2008,Georgia,282
Aug 2008,Hawaii,74
Aug 2008,Idaho,418
Aug 2008,Illinois,6
Aug 2008,Indiana,3
Aug 2008,Iowa,6
Aug 2008,Kansas,4
Aug 2008,Kentucky,56
Aug 2008,Louisiana,75
Aug 2008,Maine,14
Aug 2008,Maryland,59
Aug 2008,Michigan,38
Aug 2008,Minnesota,101
Aug 2008,Mississippi,53
Aug 2008,Missouri,5
Aug 2008,Montana,457
Aug 2008,Nebraska,62
Aug 2008,Nevada,94
Aug 2008,New Jersey,85
Aug 2008,New Mexico,50
Aug 2008,New York,383
Aug 2008,North Carolina,163
Aug 2008,North Dakota,33
Aug 2008,Ohio,3
Aug 2008,Oklahoma,180
Aug 2008,Oregon,1228
Aug 2008,Pennsylvania,15
Aug 2008,South Carolina,114
Aug 2008,South Dakota,213
Aug 2008,Tennessee,108
Aug 2008,Texas,1193
Aug 2008,Utah,243
Aug 2008,Virginia,90
Aug 2008,Washington,487
Aug 2008,West Virginia,26
Aug 2008,Wisconsin,108
Aug 2008,Wyoming,101
Aug 2009,Alabama,20
Aug 2009,Alaska,36
Aug 2009,Arizona,336
Aug 2009,Arkansas,28
Aug 2009,California,1258
Aug 2009,Colorado,261
Aug 2009,Connecticut,8
Aug 2009,Florida,78
Aug 2009,Georgia,134
Aug 2009,Hawaii,61
Aug 2009,Idaho,452
Aug 2009,Illinois,4
Aug 2009,Indiana,2
Aug 2009,Iowa,2
Aug 2009,Kentucky,4
Aug 2009,Louisiana,52
Aug 2009,Maine,11
Aug 2009,Maryland,2
Aug 2009,Michigan,12
Aug 2009,Minnesota,11
Aug 2009,Mississippi,44
Aug 2009,Missouri,1
Aug 2009,Montana,273
Aug 2009,Nebraska,39
Aug 2009,Nevada,93
Aug 2009,New Jersey,10
Aug 2009,New Mexico,134
Aug 2009,New York,186
Aug 2009,North Carolina,71
Aug 2009,North Dakota,36
Aug 2009,Oklahoma,32
Aug 2009,Oregon,844
Aug 2009,Pennsylvania,1
Aug 2009,Puerto Rico,83
Aug 2009,Rhode Island,2
Aug 2009,South Carolina,69
Aug 2009,South Dakota,178
Aug 2009,Tennessee,14
Aug 2009,Texas,1059
Aug 2009,Utah,267
Aug 2009,Virginia,1
Aug 2009,Washington,380
